"Points:0","Points:1","Points:2"
-0.014689,0.00019952,0.31645
-0.014689,-0.00050495,0.31535
-0.014689,-0.0012094,0.31424
-0.014689,-0.0019138,0.31313
-0.015999,0.00020755,0.31535
-0.015999,-0.0004969,0.31424
-0.015999,-0.0012013,0.31313
-0.015999,-0.0019057,0.31201
-0.017378,0.0002156,0.31424
-0.017378,-0.00048882,0.31313
-0.017378,-0.0011932,0.31201
-0.017378,-0.0018976,0.31089
-0.018769,0.00022299,0.31313
-0.018777,-0.00048133,0.31201
-0.018784,-0.0011856,0.31089
-0.018791,-0.0018899,0.30977
-0.020075,0.00025388,0.31201
-0.020111,-0.0004492,0.31089
-0.020148,-0.0011523,0.30977
-0.020185,-0.0018553,0.30865
-0.021262,0.000356,0.31089
-0.021351,-0.0003422,0.30977
-0.021439,-0.0010404,0.30865
-0.021528,-0.0017385,0.30752
-0.022396,0.00055509,0.30977
-0.022544,-0.00013303,0.30865
-0.022692,-0.00082112,0.30752
-0.02284,-0.0015092,0.30639
-0.023528,0.00085557,0.30865
-0.023736,0.00018286,0.30752
-0.023944,-0.00048983,0.30639
-0.024151,-0.0011625,0.30525
-0.024648,0.0012591,0.30752
-0.024914,0.00060722,0.30639
-0.025181,-4.4657e-05,0.30525
-0.025447,-0.00069651,0.30412
-0.025741,0.0017657,0.30639
-0.026065,0.00114,0.30525
-0.026389,0.00051432,0.30412
-0.026712,-0.00011133,0.30297
-0.026795,0.0023727,0.30525
-0.027174,0.0017785,0.30412
-0.027553,0.0011843,0.30297
-0.027932,0.00059014,0.30183
-0.027797,0.0030761,0.30412
-0.028229,0.0025184,0.30297
-0.02866,0.0019607,0.30183
-0.029092,0.0014031,0.30068
-0.028735,0.0038691,0.30297
-0.029216,0.0033527,0.30183
-0.029697,0.0028362,0.30068
-0.030178,0.0023198,0.29953
-0.029599,0.0047436,0.30183
-0.030125,0.0042726,0.30068
-0.030651,0.0038017,0.29953
-0.031177,0.0033307,0.29838
-0.030378,0.0056895,0.30068
-0.030946,0.0052678,0.29953
-0.031513,0.0048461,0.29838
-0.03208,0.0044244,0.29722
-0.031067,0.0066956,0.29953
-0.03167,0.0063263,0.29838
-0.032274,0.005957,0.29722
-0.032877,0.0055877,0.29605
-0.031659,0.0077496,0.29838
-0.032293,0.0074352,0.29722
-0.032927,0.0071208,0.29605
-0.033562,0.0068064,0.29489
-0.03215,0.0088388,0.29722
-0.03281,0.0085811,0.29605
-0.03347,0.0083235,0.29489
-0.034131,0.0080659,0.29372
-0.03254,0.0099503,0.29605
-0.033221,0.0097506,0.29489
-0.033901,0.0095509,0.29372
-0.034582,0.0093512,0.29254
-0.032829,0.011071,0.29489
-0.033525,0.01093,0.29372
-0.034221,0.010789,0.29254
-0.034917,0.010647,0.29137
-0.033026,0.012255,0.29372
-0.033731,0.012165,0.29254
-0.034437,0.012074,0.29137
-0.035142,0.011984,0.29019
-0.03318,0.013761,0.29254
-0.033889,0.0137,0.29137
-0.034598,0.013639,0.29019
-0.035307,0.013578,0.289
-0.033341,0.015613,0.29137
-0.03405,0.01556,0.29019
-0.03476,0.015506,0.289
-0.03547,0.015453,0.28781
-0.033511,0.017567,0.29019
-0.034221,0.017513,0.289
-0.03493,0.01746,0.28781
-0.03564,0.017406,0.28662
-0.033684,0.019549,0.289
-0.034393,0.019496,0.28781
-0.035103,0.019443,0.28662
-0.035813,0.019389,0.28542
-0.033858,0.021558,0.28781
-0.034568,0.021504,0.28662
-0.035278,0.021451,0.28542
-0.035988,0.021397,0.28422
-0.034035,0.023586,0.28662
-0.034745,0.023533,0.28542
-0.035455,0.02348,0.28422
-0.036165,0.023426,0.28302
-0.034213,0.025631,0.28542
-0.034923,0.025578,0.28422
-0.035633,0.025524,0.28302
-0.036343,0.025471,0.28181
-0.034392,0.027687,0.28422
-0.035102,0.027633,0.28302
-0.035812,0.02758,0.28181
-0.036522,0.027527,0.28059
-0.034572,0.029748,0.28302
-0.035282,0.029694,0.28181
-0.035992,0.029641,0.28059
-0.036701,0.029588,0.27937
-0.034752,0.031809,0.28181
-0.035461,0.031756,0.28059
-0.036171,0.031703,0.27937
-0.036881,0.03165,0.27815
-0.034931,0.033866,0.28059
-0.035641,0.033813,0.27937
-0.03635,0.03376,0.27815
-0.03706,0.033707,0.27693
-0.035109,0.035913,0.27937
-0.035819,0.03586,0.27815
-0.036529,0.035807,0.27693
-0.037238,0.035754,0.27569
-0.035286,0.037945,0.27815
-0.035996,0.037892,0.27693
-0.036706,0.037839,0.27569
-0.037415,0.037786,0.27446
-0.035485,0.040157,0.27693
-0.036192,0.040082,0.27569
-0.036899,0.040007,0.27446
-0.037607,0.039932,0.27322
-0.035842,0.042422,0.27569
-0.036531,0.042261,0.27446
-0.037219,0.0421,0.27322
-0.037908,0.041939,0.27197
-0.036657,0.044646,0.27446
-0.037292,0.044342,0.27322
-0.037926,0.044038,0.27197
-0.03856,0.043735,0.27072
-0.038062,0.04679,0.27322
-0.0386,0.046341,0.27197
-0.039139,0.045891,0.27072
-0.039677,0.045442,0.26947
-0.039947,0.048526,0.27197
-0.040356,0.047959,0.27072
-0.040766,0.047392,0.26947
-0.041176,0.046825,0.26821
-0.042196,0.049748,0.27072
-0.042453,0.049098,0.26947
-0.042709,0.048448,0.26821
-0.042965,0.047799,0.26695
-0.044474,0.050377,0.26947
-0.044583,0.049685,0.26821
-0.044692,0.048993,0.26695
-0.044801,0.048301,0.26568
-0.046823,0.050545,0.26821
-0.046845,0.049842,0.26695
-0.046867,0.049139,0.26568
-0.046889,0.048437,0.26441
-0.049114,0.05056,0.26695
-0.049114,0.049857,0.26568
-0.049114,0.049153,0.26441
-0.049114,0.04845,0.26313
-0.051104,0.050569,0.26568
-0.051104,0.049866,0.26441
-0.051104,0.049163,0.26313
-0.051104,0.048459,0.26185
-0.053007,0.050578,0.26441
-0.053007,0.049875,0.26313
-0.053007,0.049172,0.26185
-0.053007,0.048469,0.26056
-0.054836,0.050588,0.26313
-0.054836,0.049884,0.26185
-0.054836,0.049181,0.26056
-0.054836,0.048478,0.25927
-0.056604,0.050597,0.26185
-0.056604,0.049894,0.26056
-0.056604,0.049191,0.25927
-0.056604,0.048488,0.25797
-0.058321,0.050606,0.26056
-0.058321,0.049903,0.25927
-0.058321,0.0492,0.25797
-0.058321,0.048497,0.25666
-0.06,0.050616,0.25927
-0.06,0.049913,0.25797
-0.06,0.04921,0.25666
-0.06,0.048507,0.25536
-0.061652,0.050625,0.25797
-0.061652,0.049922,0.25666
-0.061652,0.049219,0.25536
-0.061652,0.048516,0.25404
-0.077325,0.050551,0.26821
-0.075769,0.05056,0.26695
-0.074214,0.050569,0.26568
-0.072658,0.050578,0.26441
-0.071103,0.050588,0.26313
-0.069547,0.050597,0.26185
-0.067991,0.050606,0.26056
-0.066436,0.050616,0.25927
-0.06488,0.050625,0.25797
-0.063288,0.050635,0.25666
-0.077325,0.049847,0.26695
-0.075769,0.049857,0.26568
-0.074214,0.049866,0.26441
-0.072658,0.049875,0.26313
-0.071103,0.049884,0.26185
-0.069547,0.049894,0.26056
-0.067991,0.049903,0.25927
-0.066436,0.049913,0.25797
-0.06488,0.049922,0.25666
-0.063288,0.049932,0.25536
-0.077325,0.049144,0.26568
-0.075769,0.049153,0.26441
-0.074214,0.049163,0.26313
-0.072658,0.049172,0.26185
-0.071103,0.049181,0.26056
-0.069547,0.049191,0.25927
-0.067991,0.0492,0.25797
-0.066436,0.04921,0.25666
-0.06488,0.049219,0.25536
-0.063288,0.049229,0.25404
-0.077325,0.048441,0.26441
-0.075769,0.04845,0.26313
-0.074214,0.048459,0.26185
-0.072658,0.048469,0.26056
-0.071103,0.048478,0.25927
-0.069547,0.048488,0.25797
-0.067991,0.048497,0.25666
-0.066436,0.048507,0.25536
-0.06488,0.048516,0.25404
-0.063288,0.048526,0.25272
0.00059577,8.9128e-05,0.33166
-0.00031055,9.6893e-05,0.33059
-0.0012169,0.00010468,0.32952
-0.0021232,0.00011248,0.32844
-0.0030295,0.00012029,0.32736
-0.0039359,0.00012813,0.32629
-0.0048422,0.00013598,0.3252
-0.0057954,0.00014386,0.32412
0.00059577,-0.00061561,0.33059
-0.00031055,-0.00060782,0.32952
-0.0012169,-0.00060002,0.32844
-0.0021232,-0.00059221,0.32736
-0.0030295,-0.00058437,0.32629
-0.0039359,-0.00057652,0.3252
-0.0048422,-0.00056864,0.32412
-0.0057954,-0.00056075,0.32303
0.00059577,-0.0013203,0.32952
-0.00031055,-0.0013125,0.32844
-0.0012169,-0.0013047,0.32736
-0.0021232,-0.0012969,0.32629
-0.0030295,-0.001289,0.3252
-0.0039359,-0.0012811,0.32412
-0.0048422,-0.0012733,0.32303
-0.0057954,-0.0012653,0.32194
0.00059577,-0.002025,0.32844
-0.00031055,-0.0020172,0.32736
-0.0012169,-0.0020094,0.32629
-0.0021232,-0.0020015,0.3252
-0.0030295,-0.0019936,0.32412
-0.0039359,-0.0019858,0.32303
-0.0048422,-0.0019778,0.32194
-0.0057954,-0.0019699,0.32085
-0.0068044,0.00015175,0.32303
-0.0068044,-0.00055284,0.32194
-0.0068044,-0.0012574,0.32085
-0.0068044,-0.001962,0.31976
-0.0078336,0.00015966,0.32194
-0.0078336,-0.00054491,0.32085
-0.0078336,-0.0012495,0.31976
-0.0078336,-0.001954,0.31866
-0.008887,0.00016759,0.32085
-0.008887,-0.00053696,0.31976
-0.008887,-0.0012415,0.31866
-0.008887,-0.001946,0.31756
-0.009969,0.00017554,0.31976
-0.009969,-0.00052899,0.31866
-0.009969,-0.0012335,0.31756
-0.009969,-0.001938,0.31645
-0.011084,0.00018351,0.31866
-0.011084,-0.000521,0.31756
-0.011084,-0.0012255,0.31645
-0.011084,-0.00193,0.31535
-0.012239,0.0001915,0.31756
-0.012239,-0.00051298,0.31645
-0.012239,-0.0012175,0.31535
-0.012239,-0.0019219,0.31424
-0.013438,0.00019952,0.31645
-0.013438,-0.00050495,0.31535
-0.013438,-0.0012094,0.31424
-0.013438,-0.0019138,0.31313
-0.014689,0.00020755,0.31535
-0.014689,-0.0004969,0.31424
-0.014689,-0.0012013,0.31313
-0.014689,-0.0019057,0.31201
-0.015999,0.0002156,0.31424
-0.015999,-0.00048882,0.31313
-0.015999,-0.0011932,0.31201
-0.015999,-0.0018976,0.31089
-0.017378,0.00022368,0.31313
-0.017378,-0.00048072,0.31201
-0.017378,-0.0011851,0.31089
-0.017378,-0.0018895,0.30977
-0.018769,0.00023109,0.31201
-0.018777,-0.00047321,0.31089
-0.018784,-0.0011775,0.30977
-0.018791,-0.0018818,0.30865
-0.020075,0.000262,0.31089
-0.020111,-0.00044106,0.30977
-0.020148,-0.0011441,0.30865
-0.020185,-0.0018471,0.30752
-0.021262,0.00036414,0.30977
-0.021351,-0.00033403,0.30865
-0.021439,-0.0010322,0.30752
-0.021528,-0.0017303,0.30639
-0.022396,0.00056325,0.30865
-0.022544,-0.00012484,0.30752
-0.022692,-0.0008129,0.30639
-0.02284,-0.0015009,0.30525
-0.023528,0.00086376,0.30752
-0.023736,0.00019107,0.30639
-0.023944,-0.00048159,0.30525
-0.024151,-0.0011542,0.30412
-0.024648,0.0012673,0.30639
-0.024914,0.00061546,0.30525
-0.025181,-3.6396e-05,0.30412
-0.025447,-0.00068822,0.30297
-0.025741,0.0017739,0.30525
-0.026065,0.0011483,0.30412
-0.026389,0.00052261,0.30297
-0.026712,-0.00010302,0.30183
-0.026795,0.002381,0.30412
-0.027174,0.0017868,0.30297
-0.027553,0.0011926,0.30183
-0.027932,0.00059848,0.30068
-0.027797,0.0030844,0.30297
-0.028229,0.0025267,0.30183
-0.02866,0.0019691,0.30068
-0.029092,0.0014115,0.29953
-0.028735,0.0038774,0.30183
-0.029216,0.003361,0.30068
-0.029697,0.0028446,0.29953
-0.030178,0.0023282,0.29838
-0.029599,0.0047519,0.30068
-0.030125,0.004281,0.29953
-0.030651,0.0038101,0.29838
-0.031177,0.0033392,0.29722
-0.030378,0.0056979,0.29953
-0.030946,0.0052762,0.29838
-0.031513,0.0048545,0.29722
-0.03208,0.0044328,0.29605
-0.031067,0.006704,0.29838
-0.03167,0.0063347,0.29722
-0.032274,0.0059654,0.29605
-0.032877,0.0055962,0.29489
-0.031659,0.007758,0.29722
-0.032293,0.0074436,0.29605
-0.032927,0.0071292,0.29489
-0.033562,0.0068149,0.29372
-0.03215,0.0088472,0.29605
-0.03281,0.0085896,0.29489
-0.03347,0.008332,0.29372
-0.034131,0.0080744,0.29254
-0.03254,0.0099587,0.29489
-0.033221,0.009759,0.29372
-0.033901,0.0095594,0.29254
-0.034582,0.0093598,0.29137
-0.032829,0.01108,0.29372
-0.033525,0.010938,0.29254
-0.034221,0.010797,0.29137
-0.034917,0.010656,0.29019
-0.033026,0.012263,0.29254
-0.033731,0.012173,0.29137
-0.034437,0.012083,0.29019
-0.035142,0.011993,0.289
-0.03318,0.013769,0.29137
-0.033889,0.013708,0.29019
-0.034598,0.013648,0.289
-0.035307,0.013587,0.28781
-0.033341,0.015622,0.29019
-0.03405,0.015569,0.289
-0.03476,0.015515,0.28781
-0.03547,0.015462,0.28662
-0.033511,0.017575,0.289
-0.034221,0.017522,0.28781
-0.03493,0.017468,0.28662
-0.03564,0.017415,0.28542
-0.033684,0.019558,0.28781
-0.034393,0.019505,0.28662
-0.035103,0.019451,0.28542
-0.035813,0.019398,0.28422
-0.033858,0.021566,0.28662
-0.034568,0.021513,0.28542
-0.035278,0.02146,0.28422
-0.035988,0.021406,0.28302
-0.034035,0.023595,0.28542
-0.034745,0.023542,0.28422
-0.035455,0.023488,0.28302
-0.036165,0.023435,0.28181
-0.034213,0.02564,0.28422
-0.034923,0.025587,0.28302
-0.035633,0.025533,0.28181
-0.036343,0.02548,0.28059
-0.034392,0.027695,0.28302
-0.035102,0.027642,0.28181
-0.035812,0.027589,0.28059
-0.036522,0.027535,0.27937
-0.034572,0.029756,0.28181
-0.035282,0.029703,0.28059
-0.035992,0.02965,0.27937
-0.036701,0.029597,0.27815
-0.034752,0.031818,0.28059
-0.035461,0.031765,0.27937
-0.036171,0.031712,0.27815
-0.036881,0.031658,0.27693
-0.034931,0.033875,0.27937
-0.035641,0.033822,0.27815
-0.03635,0.033769,0.27693
-0.03706,0.033715,0.27569
-0.035109,0.035922,0.27815
-0.035819,0.035869,0.27693
-0.036529,0.035816,0.27569
-0.037238,0.035763,0.27446
-0.035286,0.037954,0.27693
-0.035996,0.037901,0.27569
-0.036706,0.037848,0.27446
-0.037415,0.037795,0.27322
-0.035485,0.040166,0.27569
-0.036192,0.040091,0.27446
-0.036899,0.040016,0.27322
-0.037607,0.039941,0.27197
-0.035842,0.042431,0.27446
-0.036531,0.04227,0.27322
-0.037219,0.042109,0.27197
-0.037908,0.041948,0.27072
-0.036657,0.044655,0.27322
-0.037292,0.044351,0.27197
-0.037926,0.044047,0.27072
-0.03856,0.043744,0.26947
-0.038062,0.046799,0.27197
-0.0386,0.04635,0.27072
-0.039139,0.045901,0.26947
-0.039677,0.045451,0.26821
-0.039947,0.048535,0.27072
-0.040356,0.047968,0.26947
-0.040766,0.047401,0.26821
-0.041176,0.046834,0.26695
-0.042196,0.049757,0.26947
-0.042453,0.049107,0.26821
-0.042709,0.048458,0.26695
-0.042965,0.047808,0.26568
-0.044474,0.050386,0.26821
-0.044583,0.049694,0.26695
-0.044692,0.049002,0.26568
-0.044801,0.04831,0.26441
-0.046823,0.050554,0.26695
-0.046845,0.049851,0.26568
-0.046867,0.049149,0.26441
-0.046889,0.048446,0.26313
-0.049114,0.050569,0.26568
-0.049114,0.049866,0.26441
-0.049114,0.049163,0.26313
-0.049114,0.048459,0.26185
-0.051104,0.050578,0.26441
-0.051104,0.049875,0.26313
-0.051104,0.049172,0.26185
-0.051104,0.048469,0.26056
-0.053007,0.050588,0.26313
-0.053007,0.049884,0.26185
-0.053007,0.049181,0.26056
-0.053007,0.048478,0.25927
-0.054836,0.050597,0.26185
-0.054836,0.049894,0.26056
-0.054836,0.049191,0.25927
-0.054836,0.048488,0.25797
-0.056604,0.050606,0.26056
-0.056604,0.049903,0.25927
-0.056604,0.0492,0.25797
-0.056604,0.048497,0.25666
-0.058321,0.050616,0.25927
-0.058321,0.049913,0.25797
-0.058321,0.04921,0.25666
-0.058321,0.048507,0.25536
-0.06,0.050625,0.25797
-0.06,0.049922,0.25666
-0.06,0.049219,0.25536
-0.06,0.048516,0.25404
-0.061652,0.050635,0.25666
-0.061652,0.049932,0.25536
-0.061652,0.049229,0.25404
-0.061652,0.048526,0.25272
-0.077325,0.05056,0.26695
-0.075769,0.050569,0.26568
-0.074214,0.050578,0.26441
-0.072658,0.050588,0.26313
-0.071103,0.050597,0.26185
-0.069547,0.050606,0.26056
-0.067991,0.050616,0.25927
-0.066436,0.050625,0.25797
-0.06488,0.050635,0.25666
-0.063288,0.050644,0.25536
-0.077325,0.049857,0.26568
-0.075769,0.049866,0.26441
-0.074214,0.049875,0.26313
-0.072658,0.049884,0.26185
-0.071103,0.049894,0.26056
-0.069547,0.049903,0.25927
-0.067991,0.049913,0.25797
-0.066436,0.049922,0.25666
-0.06488,0.049932,0.25536
-0.063288,0.049941,0.25404
-0.077325,0.049153,0.26441
-0.075769,0.049163,0.26313
-0.074214,0.049172,0.26185
-0.072658,0.049181,0.26056
-0.071103,0.049191,0.25927
-0.069547,0.0492,0.25797
-0.067991,0.04921,0.25666
-0.066436,0.049219,0.25536
-0.06488,0.049229,0.25404
-0.063288,0.049238,0.25272
-0.077325,0.04845,0.26313
-0.075769,0.048459,0.26185
-0.074214,0.048469,0.26056
-0.072658,0.048478,0.25927
-0.071103,0.048488,0.25797
-0.069547,0.048497,0.25666
-0.067991,0.048507,0.25536
-0.066436,0.048516,0.25404
-0.06488,0.048526,0.25272
-0.063288,0.048535,0.2514
0.00059577,9.6893e-05,0.33059
-0.00031055,0.00010468,0.32952
-0.0012169,0.00011248,0.32844
-0.0021232,0.00012029,0.32736
-0.0030295,0.00012813,0.32629
-0.0039359,0.00013598,0.3252
-0.0048422,0.00014386,0.32412
-0.0057954,0.00015175,0.32303
0.00059577,-0.00060782,0.32952
-0.00031055,-0.00060002,0.32844
-0.0012169,-0.00059221,0.32736
-0.0021232,-0.00058437,0.32629
-0.0030295,-0.00057652,0.3252
-0.0039359,-0.00056864,0.32412
-0.0048422,-0.00056075,0.32303
-0.0057954,-0.00055284,0.32194
0.00059577,-0.0013125,0.32844
-0.00031055,-0.0013047,0.32736
-0.0012169,-0.0012969,0.32629
-0.0021232,-0.001289,0.3252
-0.0030295,-0.0012811,0.32412
-0.0039359,-0.0012733,0.32303
-0.0048422,-0.0012653,0.32194
-0.0057954,-0.0012574,0.32085
0.00059577,-0.0020172,0.32736
-0.00031055,-0.0020094,0.32629
-0.0012169,-0.0020015,0.3252
-0.0021232,-0.0019936,0.32412
-0.0030295,-0.0019858,0.32303
-0.0039359,-0.0019778,0.32194
-0.0048422,-0.0019699,0.32085
-0.0057954,-0.001962,0.31976
-0.0068044,0.00015966,0.32194
-0.0068044,-0.00054491,0.32085
-0.0068044,-0.0012495,0.31976
-0.0068044,-0.001954,0.31866
-0.0078336,0.00016759,0.32085
-0.0078336,-0.00053696,0.31976
-0.0078336,-0.0012415,0.31866
-0.0078336,-0.001946,0.31756
-0.008887,0.00017554,0.31976
-0.008887,-0.00052899,0.31866
-0.008887,-0.0012335,0.31756
-0.008887,-0.001938,0.31645
-0.009969,0.00018351,0.31866
-0.009969,-0.000521,0.31756
-0.009969,-0.0012255,0.31645
-0.009969,-0.00193,0.31535
-0.011084,0.0001915,0.31756
-0.011084,-0.00051298,0.31645
-0.011084,-0.0012175,0.31535
-0.011084,-0.0019219,0.31424
-0.012239,0.00019952,0.31645
-0.012239,-0.00050495,0.31535
-0.012239,-0.0012094,0.31424
-0.012239,-0.0019138,0.31313
-0.013438,0.00020755,0.31535
-0.013438,-0.0004969,0.31424
-0.013438,-0.0012013,0.31313
-0.013438,-0.0019057,0.31201
-0.014689,0.0002156,0.31424
-0.014689,-0.00048882,0.31313
-0.014689,-0.0011932,0.31201
-0.014689,-0.0018976,0.31089
-0.015999,0.00022368,0.31313
-0.015999,-0.00048072,0.31201
-0.015999,-0.0011851,0.31089
-0.015999,-0.0018895,0.30977
-0.017378,0.00023178,0.31201
-0.017378,-0.0004726,0.31089
-0.017378,-0.001177,0.30977
-0.017378,-0.0018813,0.30865
-0.018769,0.00023921,0.31089
-0.018777,-0.00046507,0.30977
-0.018784,-0.0011693,0.30865
-0.018791,-0.0018736,0.30752
-0.020075,0.00027015,0.30977
-0.020111,-0.00043289,0.30865
-0.020148,-0.0011359,0.30752
-0.020185,-0.0018389,0.30639
-0.021262,0.00037231,0.30865
-0.021351,-0.00032584,0.30752
-0.021439,-0.001024,0.30639
-0.021528,-0.0017221,0.30525
-0.022396,0.00057144,0.30752
-0.022544,-0.00011662,0.30639
-0.022692,-0.00080467,0.30525
-0.02284,-0.0014927,0.30412
-0.023528,0.00087198,0.30639
-0.023736,0.00019931,0.30525
-0.023944,-0.00047333,0.30412
-0.024151,-0.0011459,0.30297
-0.024648,0.0012756,0.30525
-0.024914,0.00062372,0.30412
-0.025181,-2.811e-05,0.30297
-0.025447,-0.00067991,0.30183
-0.025741,0.0017822,0.30412
-0.026065,0.0011565,0.30297
-0.026389,0.00053092,0.30183
-0.026712,-9.4683e-05,0.30068
-0.026795,0.0023893,0.30297
-0.027174,0.0017951,0.30183
-0.027553,0.001201,0.30068
-0.027932,0.00060684,0.29953
-0.027797,0.0030927,0.30183
-0.028229,0.0025351,0.30068
-0.02866,0.0019774,0.29953
-0.029092,0.0014198,0.29838
-0.028735,0.0038858,0.30068
-0.029216,0.0033694,0.29953
-0.029697,0.002853,0.29838
-0.030178,0.0023366,0.29722
-0.029599,0.0047603,0.29953
-0.030125,0.0042894,0.29838
-0.030651,0.0038185,0.29722
-0.031177,0.0033476,0.29605
-0.030378,0.0057062,0.29838
-0.030946,0.0052846,0.29722
-0.031513,0.0048629,0.29605
-0.03208,0.0044413,0.29489
-0.031067,0.0067124,0.29722
-0.03167,0.0063431,0.29605
-0.032274,0.0059739,0.29489
-0.032877,0.0056047,0.29372
-0.031659,0.0077664,0.29605
-0.032293,0.0074521,0.29489
-0.032927,0.0071377,0.29372
-0.033562,0.0068234,0.29254
-0.03215,0.0088557,0.29489
-0.03281,0.0085981,0.29372
-0.03347,0.0083405,0.29254
-0.034131,0.008083,0.29137
-0.03254,0.0099672,0.29372
-0.033221,0.0097676,0.29254
-0.033901,0.0095679,0.29137
-0.034582,0.0093683,0.29019
-0.032829,0.011088,0.29254
-0.033525,0.010947,0.29137
-0.034221,0.010806,0.29019
-0.034917,0.010665,0.289
-0.033026,0.012272,0.29137
-0.033731,0.012182,0.29019
-0.034437,0.012092,0.289
-0.035142,0.012002,0.28781
-0.03318,0.013778,0.29019
-0.033889,0.013717,0.289
-0.034598,0.013656,0.28781
-0.035307,0.013596,0.28662
-0.033341,0.015631,0.289
-0.03405,0.015577,0.28781
-0.03476,0.015524,0.28662
-0.03547,0.01547,0.28542
-0.033511,0.017584,0.28781
-0.034221,0.01753,0.28662
-0.03493,0.017477,0.28542
-0.03564,0.017424,0.28422
-0.033684,0.019567,0.28662
-0.034393,0.019513,0.28542
-0.035103,0.01946,0.28422
-0.035813,0.019407,0.28302
-0.033858,0.021575,0.28542
-0.034568,0.021522,0.28422
-0.035278,0.021468,0.28302
-0.035988,0.021415,0.28181
-0.034035,0.023604,0.28422
-0.034745,0.023551,0.28302
-0.035455,0.023497,0.28181
-0.036165,0.023444,0.28059
-0.034213,0.025649,0.28302
-0.034923,0.025595,0.28181
-0.035633,0.025542,0.28059
-0.036343,0.025489,0.27937
-0.034392,0.027704,0.28181
-0.035102,0.027651,0.28059
-0.035812,0.027598,0.27937
-0.036522,0.027544,0.27815
-0.034572,0.029765,0.28059
-0.035282,0.029712,0.27937
-0.035992,0.029659,0.27815
-0.036701,0.029606,0.27693
-0.034752,0.031827,0.27937
-0.035461,0.031774,0.27815
-0.036171,0.031721,0.27693
-0.036881,0.031667,0.27569
-0.034931,0.033884,0.27815
-0.035641,0.033831,0.27693
-0.03635,0.033778,0.27569
-0.03706,0.033724,0.27446
-0.035109,0.035931,0.27693
-0.035819,0.035878,0.27569
-0.036529,0.035825,0.27446
-0.037238,0.035772,0.27322
-0.035286,0.037963,0.27569
-0.035996,0.03791,0.27446
-0.036706,0.037857,0.27322
-0.037415,0.037804,0.27197
-0.035485,0.040175,0.27446
-0.036192,0.0401,0.27322
-0.036899,0.040025,0.27197
-0.037607,0.03995,0.27072
-0.035842,0.04244,0.27322
-0.036531,0.042279,0.27197
-0.037219,0.042118,0.27072
-0.037908,0.041957,0.26947
-0.036657,0.044664,0.27197
-0.037292,0.04436,0.27072
-0.037926,0.044056,0.26947
-0.03856,0.043753,0.26821
-0.038062,0.046808,0.27072
-0.0386,0.046359,0.26947
-0.039139,0.04591,0.26821
-0.039677,0.04546,0.26695
-0.039947,0.048544,0.26947
-0.040356,0.047977,0.26821
-0.040766,0.04741,0.26695
-0.041176,0.046843,0.26568
-0.042196,0.049766,0.26821
-0.042453,0.049117,0.26695
-0.042709,0.048467,0.26568
-0.042965,0.047817,0.26441
-0.044474,0.050395,0.26695
-0.044583,0.049703,0.26568
-0.044692,0.049011,0.26441
-0.044801,0.04832,0.26313
-0.046823,0.050563,0.26568
-0.046845,0.04986,0.26441
-0.046867,0.049158,0.26313
-0.046889,0.048455,0.26185
-0.049114,0.050578,0.26441
-0.049114,0.049875,0.26313
-0.049114,0.049172,0.26185
-0.049114,0.048469,0.26056
-0.051104,0.050588,0.26313
-0.051104,0.049884,0.26185
-0.051104,0.049181,0.26056
-0.051104,0.048478,0.25927
-0.053007,0.050597,0.26185
-0.053007,0.049894,0.26056
-0.053007,0.049191,0.25927
-0.053007,0.048488,0.25797
-0.054836,0.050606,0.26056
-0.054836,0.049903,0.25927
-0.054836,0.0492,0.25797
-0.054836,0.048497,0.25666
-0.056604,0.050616,0.25927
-0.056604,0.049913,0.25797
-0.056604,0.04921,0.25666
-0.056604,0.048507,0.25536
-0.058321,0.050625,0.25797
-0.058321,0.049922,0.25666
-0.058321,0.049219,0.25536
-0.058321,0.048516,0.25404
-0.06,0.050635,0.25666
-0.06,0.049932,0.25536
-0.06,0.049229,0.25404
-0.06,0.048526,0.25272
-0.061652,0.050644,0.25536
-0.061652,0.049941,0.25404
-0.061652,0.049238,0.25272
-0.061652,0.048535,0.2514
-0.077325,0.050569,0.26568
-0.075769,0.050578,0.26441
-0.074214,0.050588,0.26313
-0.072658,0.050597,0.26185
-0.071103,0.050606,0.26056
-0.069547,0.050616,0.25927
-0.067991,0.050625,0.25797
-0.066436,0.050635,0.25666
-0.06488,0.050644,0.25536
-0.063288,0.050654,0.25404
-0.077325,0.049866,0.26441
-0.075769,0.049875,0.26313
-0.074214,0.049884,0.26185
-0.072658,0.049894,0.26056
-0.071103,0.049903,0.25927
-0.069547,0.049913,0.25797
-0.067991,0.049922,0.25666
-0.066436,0.049932,0.25536
-0.06488,0.049941,0.25404
-0.063288,0.049951,0.25272
-0.077325,0.049163,0.26313
-0.075769,0.049172,0.26185
-0.074214,0.049181,0.26056
-0.072658,0.049191,0.25927
-0.071103,0.0492,0.25797
-0.069547,0.04921,0.25666
-0.067991,0.049219,0.25536
-0.066436,0.049229,0.25404
-0.06488,0.049238,0.25272
-0.063288,0.049248,0.2514
-0.077325,0.048459,0.26185
-0.075769,0.048469,0.26056
-0.074214,0.048478,0.25927
-0.072658,0.048488,0.25797
-0.071103,0.048497,0.25666
-0.069547,0.048507,0.25536
-0.067991,0.048516,0.25404
-0.066436,0.048526,0.25272
-0.06488,0.048535,0.2514
