"Points:0","Points:1","Points:2"
-0.020148,-0.0017348,0.39
-0.020185,-0.0024388,0.389
-0.021262,-0.00022567,0.391
-0.021351,-0.00092476,0.39
-0.021439,-0.0016238,0.389
-0.021528,-0.0023229,0.388
-0.022396,-2.7469e-05,0.39
-0.022544,-0.00071649,0.389
-0.022692,-0.0014055,0.388
-0.02284,-0.0020945,0.387
-0.023528,0.00027211,0.389
-0.023736,-0.00040153,0.388
-0.023944,-0.0010752,0.387
-0.024151,-0.0017488,0.386
-0.024648,0.00067473,0.388
-0.024914,2.1881e-05,0.387
-0.025181,-0.00063097,0.386
-0.025447,-0.0012838,0.385
-0.025741,0.0011804,0.387
-0.026065,0.00055368,0.386
-0.026389,-7.2983e-05,0.385
-0.026712,-0.00069965,0.384
-0.026795,0.0017864,0.386
-0.027174,0.0011912,0.385
-0.027553,0.00059599,0.384
-0.027932,7.8386e-07,0.383
-0.027797,0.0024888,0.385
-0.028229,0.0019301,0.384
-0.02866,0.0013714,0.383
-0.029092,0.00081267,0.38199
-0.028735,0.0032808,0.384
-0.029216,0.0027633,0.383
-0.029697,0.0022458,0.38199
-0.030178,0.0017283,0.38099
-0.029599,0.0041542,0.383
-0.030125,0.0036822,0.38199
-0.030651,0.0032102,0.38099
-0.031177,0.0027381,0.37999
-0.030378,0.0050991,0.38199
-0.030946,0.0046763,0.38099
-0.031513,0.0042535,0.37999
-0.03208,0.0038307,0.37899
-0.031067,0.0061041,0.38099
-0.03167,0.0057337,0.37999
-0.032274,0.0053632,0.37899
-0.032877,0.0049928,0.37798
-0.031659,0.007157,0.37999
-0.032293,0.0068414,0.37899
-0.032927,0.0065259,0.37798
-0.033562,0.0062104,0.37698
-0.03215,0.008245,0.37899
-0.03281,0.0079862,0.37798
-0.03347,0.0077274,0.37698
-0.034131,0.0074686,0.37597
-0.03254,0.0093554,0.37798
-0.033221,0.0091545,0.37698
-0.033901,0.0089536,0.37597
-0.034582,0.0087527,0.37497
-0.032829,0.010475,0.37698
-0.033525,0.010333,0.37597
-0.034221,0.01019,0.37497
-0.034917,0.010048,0.37396
-0.033026,0.011657,0.37597
-0.033731,0.011566,0.37497
-0.034437,0.011475,0.37396
-0.035142,0.011383,0.37296
-0.03318,0.013162,0.37497
-0.033889,0.0131,0.37396
-0.034598,0.013038,0.37296
-0.035307,0.012976,0.37195
-0.033341,0.015014,0.37396
-0.03405,0.014959,0.37296
-0.03476,0.014904,0.37195
-0.03547,0.014849,0.37094
-0.033511,0.016966,0.37296
-0.034221,0.016911,0.37195
-0.03493,0.016856,0.37094
-0.03564,0.016801,0.36993
-0.033684,0.018947,0.37195
-0.034393,0.018892,0.37094
-0.035103,0.018838,0.36993
-0.035813,0.018783,0.36892
-0.033858,0.020954,0.37094
-0.034568,0.020899,0.36993
-0.035278,0.020845,0.36892
-0.035988,0.02079,0.36791
-0.034035,0.022982,0.36993
-0.034745,0.022927,0.36892
-0.035455,0.022872,0.36791
-0.036165,0.022817,0.3669
-0.034213,0.025025,0.36892
-0.034923,0.02497,0.36791
-0.035633,0.024915,0.3669
-0.036343,0.024861,0.36588
-0.034392,0.027079,0.36791
-0.035102,0.027024,0.3669
-0.035812,0.026969,0.36588
-0.036522,0.026915,0.36487
-0.034572,0.029139,0.3669
-0.035282,0.029084,0.36588
-0.035992,0.029029,0.36487
-0.036701,0.028974,0.36386
-0.034752,0.031199,0.36588
-0.035461,0.031144,0.36487
-0.036171,0.031089,0.36386
-0.036881,0.031035,0.36284
-0.034931,0.033254,0.36487
-0.035641,0.033199,0.36386
-0.03635,0.033145,0.36284
-0.03706,0.03309,0.36182
-0.035109,0.0353,0.36386
-0.035819,0.035245,0.36284
-0.036529,0.03519,0.36182
-0.037238,0.035136,0.3608
-0.035286,0.03733,0.36284
-0.035996,0.037276,0.36182
-0.036706,0.037221,0.3608
-0.037415,0.037166,0.35978
-0.035485,0.039541,0.36182
-0.036192,0.039464,0.3608
-0.036899,0.039387,0.35978
-0.037607,0.039311,0.35876
-0.035842,0.041804,0.3608
-0.036531,0.041641,0.35978
-0.037219,0.041479,0.35876
-0.037908,0.041316,0.35774
-0.036657,0.044026,0.35978
-0.037292,0.043721,0.35876
-0.037926,0.043416,0.35774
-0.03856,0.04311,0.35672
-0.038062,0.046169,0.35876
-0.0386,0.045718,0.35774
-0.039139,0.045267,0.35672
-0.039677,0.044816,0.35569
-0.039947,0.047903,0.35774
-0.040356,0.047335,0.35672
-0.040766,0.046766,0.35569
-0.041176,0.046197,0.35467
-0.042196,0.049124,0.35672
-0.042453,0.048472,0.35569
-0.042709,0.047821,0.35467
-0.042965,0.047169,0.35364
-0.044474,0.049751,0.35569
-0.044583,0.049057,0.35467
-0.044692,0.048363,0.35364
-0.044801,0.04767,0.35261
-0.046823,0.049917,0.35467
-0.046845,0.049212,0.35364
-0.046867,0.048508,0.35261
-0.046889,0.047804,0.35158
-0.049114,0.04993,0.35364
-0.049114,0.049225,0.35261
-0.049114,0.04852,0.35158
-0.049114,0.047815,0.35055
-0.051104,0.049938,0.35261
-0.051104,0.049233,0.35158
-0.051104,0.048528,0.35055
-0.051104,0.047823,0.34951
-0.053007,0.049945,0.35158
-0.053007,0.04924,0.35055
-0.053007,0.048535,0.34951
-0.053007,0.04783,0.34848
-0.054836,0.049953,0.35055
-0.054836,0.049248,0.34951
-0.054836,0.048543,0.34848
-0.054836,0.047838,0.34744
-0.056604,0.04996,0.34951
-0.056604,0.049255,0.34848
-0.056604,0.04855,0.34744
-0.056604,0.047846,0.3464
-0.058321,0.049968,0.34848
-0.058321,0.049263,0.34744
-0.058321,0.048558,0.3464
-0.058321,0.047853,0.34536
-0.06,0.049975,0.34744
-0.06,0.049271,0.3464
-0.06,0.048566,0.34536
-0.06,0.047861,0.34432
-0.061652,0.049983,0.3464
-0.061652,0.049278,0.34536
-0.061652,0.048573,0.34432
-0.061652,0.047868,0.34328
-0.077325,0.049923,0.35467
-0.075769,0.04993,0.35364
-0.074214,0.049938,0.35261
-0.072658,0.049945,0.35158
-0.071103,0.049953,0.35055
-0.069547,0.04996,0.34951
-0.067991,0.049968,0.34848
-0.066436,0.049975,0.34744
-0.06488,0.049983,0.3464
-0.063288,0.049991,0.34536
-0.077325,0.049218,0.35364
-0.075769,0.049225,0.35261
-0.074214,0.049233,0.35158
-0.072658,0.04924,0.35055
-0.071103,0.049248,0.34951
-0.069547,0.049255,0.34848
-0.067991,0.049263,0.34744
-0.066436,0.049271,0.3464
-0.06488,0.049278,0.34536
-0.063288,0.049286,0.34432
-0.077325,0.048513,0.35261
-0.075769,0.04852,0.35158
-0.074214,0.048528,0.35055
-0.072658,0.048535,0.34951
-0.071103,0.048543,0.34848
-0.069547,0.04855,0.34744
-0.067991,0.048558,0.3464
-0.066436,0.048566,0.34536
-0.06488,0.048573,0.34432
-0.063288,0.048581,0.34328
-0.077325,0.047808,0.35158
-0.075769,0.047815,0.35055
-0.074214,0.047823,0.34951
-0.072658,0.04783,0.34848
-0.071103,0.047838,0.34744
-0.069547,0.047846,0.3464
-0.067991,0.047853,0.34536
-0.066436,0.047861,0.34432
-0.06488,0.047868,0.34328
-0.063288,0.047876,0.34223
-0.0057954,-0.0064464,0.3985
-0.0057954,-0.0056464,0.3975
-0.0048089,-0.0064464,0.39754
-0.0057954,-0.0048464,0.3965
-0.0048075,-0.0056464,0.39659
-0.0039165,-0.0064464,0.39667
-0.0046364,-0.0064464,0.39584
-0.0068044,-0.0064464,0.3995
-0.0068044,-0.0056464,0.3985
-0.0068044,-0.0048464,0.3975
-0.0068044,-0.0040464,0.3965
-0.0078336,-0.0056464,0.3995
-0.0078336,-0.0048464,0.3985
-0.0078336,-0.0040464,0.3975
-0.0078336,-0.0032464,0.3965
-0.008887,-0.0048464,0.3995
-0.008887,-0.0040464,0.3985
-0.008887,-0.0032464,0.3975
-0.008887,-0.0024902,0.3965
-0.009969,-0.0040464,0.3995
-0.009969,-0.0032464,0.3985
-0.009969,-0.0024902,0.3975
-0.009969,-0.0024902,0.39556
-0.009969,-0.0017777,0.3965
-0.011084,-0.0032464,0.3995
-0.011084,-0.0024902,0.3985
-0.011084,-0.0017777,0.3975
-0.011084,-0.0024902,0.39469
-0.011084,-0.0017777,0.39556
-0.011084,-0.0010652,0.3965
-0.012239,-0.0024902,0.3995
-0.012239,-0.0017777,0.3985
-0.012239,-0.0010652,0.3975
-0.012239,-0.0024902,0.39381
-0.012239,-0.0017777,0.39469
-0.012239,-0.0010652,0.39556
-0.012239,-0.00035266,0.3965
-0.013438,-0.0017777,0.3995
-0.013438,-0.0010652,0.3985
-0.013438,-0.00035266,0.3975
-0.013438,-0.0024902,0.39294
-0.013438,-0.0017777,0.39381
-0.013438,-0.0010652,0.39469
-0.013438,-0.00035266,0.39556
-0.014689,-0.0010652,0.3995
-0.014689,-0.00035266,0.3985
-0.014689,-0.0017777,0.39294
-0.014689,-0.0024865,0.392
-0.014689,-0.0010652,0.39381
-0.014689,-0.00035266,0.39469
-0.015999,-0.00035266,0.3995
-0.015999,-0.0010652,0.39294
-0.015999,-0.001774,0.392
-0.015999,-0.0024793,0.391
-0.015999,-0.00035266,0.39381
-0.017378,-0.00035266,0.39294
-0.017378,-0.0010615,0.392
-0.017378,-0.0017668,0.391
-0.017378,-0.002472,0.39
-0.018769,-0.00034972,0.392
-0.018777,-0.0010549,0.391
-0.018784,-0.00176,0.39
-0.018791,-0.0024652,0.389
-0.020075,-0.00031967,0.391
-0.020111,-0.0010236,0.39
-0.020148,-0.0017276,0.389
-0.020185,-0.0024315,0.388
-0.021262,-0.00021841,0.39
-0.021351,-0.00091749,0.389
-0.021439,-0.0016166,0.388
-0.021528,-0.0023157,0.387
-0.022396,-2.0208e-05,0.389
-0.022544,-0.00070923,0.388
-0.022692,-0.0013982,0.387
-0.02284,-0.0020873,0.386
-0.023528,0.00027937,0.388
-0.023736,-0.00039426,0.387
-0.023944,-0.0010679,0.386
-0.024151,-0.0017415,0.385
-0.024648,0.00068199,0.387
-0.024914,2.9146e-05,0.386
-0.025181,-0.0006237,0.385
-0.025447,-0.0012765,0.384
-0.025741,0.0011876,0.386
-0.026065,0.00056095,0.385
-0.026389,-6.5714e-05,0.384
-0.026712,-0.00069238,0.383
-0.026795,0.0017937,0.385
-0.027174,0.0011985,0.384
-0.027553,0.00060327,0.383
-0.027932,8.058e-06,0.38199
-0.027797,0.0024961,0.384
-0.028229,0.0019374,0.383
-0.02866,0.0013787,0.38199
-0.029092,0.00081995,0.38099
-0.028735,0.0032881,0.383
-0.029216,0.0027706,0.38199
-0.029697,0.0022531,0.38099
-0.030178,0.0017356,0.37999
-0.029599,0.0041615,0.38199
-0.030125,0.0036895,0.38099
-0.030651,0.0032174,0.37999
-0.031177,0.0027454,0.37899
-0.030378,0.0051064,0.38099
-0.030946,0.0046836,0.37999
-0.031513,0.0042607,0.37899
-0.03208,0.0038379,0.37798
-0.031067,0.0061114,0.37999
-0.03167,0.0057409,0.37899
-0.032274,0.0053705,0.37798
-0.032877,0.0050001,0.37698
-0.031659,0.0071643,0.37899
-0.032293,0.0068487,0.37798
-0.032927,0.0065332,0.37698
-0.033562,0.0062176,0.37597
-0.03215,0.0082523,0.37798
-0.03281,0.0079935,0.37698
-0.03347,0.0077347,0.37597
-0.034131,0.0074759,0.37497
-0.03254,0.0093627,0.37698
-0.033221,0.0091618,0.37597
-0.033901,0.0089609,0.37497
-0.034582,0.00876,0.37396
-0.032829,0.010482,0.37597
-0.033525,0.01034,0.37497
-0.034221,0.010197,0.37396
-0.034917,0.010055,0.37296
-0.033026,0.011665,0.37497
-0.033731,0.011573,0.37396
-0.034437,0.011482,0.37296
-0.035142,0.011391,0.37195
-0.03318,0.01317,0.37396
-0.033889,0.013107,0.37296
-0.034598,0.013045,0.37195
-0.035307,0.012983,0.37094
-0.033341,0.015021,0.37296
-0.03405,0.014966,0.37195
-0.03476,0.014912,0.37094
-0.03547,0.014857,0.36993
-0.033511,0.016973,0.37195
-0.034221,0.016918,0.37094
-0.03493,0.016863,0.36993
-0.03564,0.016809,0.36892
-0.033684,0.018955,0.37094
-0.034393,0.0189,0.36993
-0.035103,0.018845,0.36892
-0.035813,0.01879,0.36791
-0.033858,0.020961,0.36993
-0.034568,0.020907,0.36892
-0.035278,0.020852,0.36791
-0.035988,0.020797,0.3669
-0.034035,0.022989,0.36892
-0.034745,0.022934,0.36791
-0.035455,0.022879,0.3669
-0.036165,0.022825,0.36588
-0.034213,0.025032,0.36791
-0.034923,0.024977,0.3669
-0.035633,0.024923,0.36588
-0.036343,0.024868,0.36487
-0.034392,0.027086,0.3669
-0.035102,0.027032,0.36588
-0.035812,0.026977,0.36487
-0.036522,0.026922,0.36386
-0.034572,0.029146,0.36588
-0.035282,0.029091,0.36487
-0.035992,0.029036,0.36386
-0.036701,0.028982,0.36284
-0.034752,0.031206,0.36487
-0.035461,0.031151,0.36386
-0.036171,0.031097,0.36284
-0.036881,0.031042,0.36182
-0.034931,0.033262,0.36386
-0.035641,0.033207,0.36284
-0.03635,0.033152,0.36182
-0.03706,0.033097,0.3608
-0.035109,0.035307,0.36284
-0.035819,0.035252,0.36182
-0.036529,0.035198,0.3608
-0.037238,0.035143,0.35978
-0.035286,0.037338,0.36182
-0.035996,0.037283,0.3608
-0.036706,0.037228,0.35978
-0.037415,0.037174,0.35876
-0.035485,0.039548,0.3608
-0.036192,0.039471,0.35978
-0.036899,0.039395,0.35876
-0.037607,0.039318,0.35774
-0.035842,0.041811,0.35978
-0.036531,0.041649,0.35876
-0.037219,0.041486,0.35774
-0.037908,0.041324,0.35672
-0.036657,0.044034,0.35876
-0.037292,0.043728,0.35774
-0.037926,0.043423,0.35672
-0.03856,0.043118,0.35569
-0.038062,0.046176,0.35774
-0.0386,0.045725,0.35672
-0.039139,0.045274,0.35569
-0.039677,0.044823,0.35467
-0.039947,0.047911,0.35672
-0.040356,0.047342,0.35569
-0.040766,0.046773,0.35467
-0.041176,0.046204,0.35364
-0.042196,0.049131,0.35569
-0.042453,0.04848,0.35467
-0.042709,0.047828,0.35364
-0.042965,0.047177,0.35261
-0.044474,0.049758,0.35467
-0.044583,0.049064,0.35364
-0.044692,0.048371,0.35261
-0.044801,0.047677,0.35158
-0.046823,0.049924,0.35364
-0.046845,0.04922,0.35261
-0.046867,0.048516,0.35158
-0.046889,0.047811,0.35055
-0.049114,0.049938,0.35261
-0.049114,0.049233,0.35158
-0.049114,0.048528,0.35055
-0.049114,0.047823,0.34951
-0.051104,0.049945,0.35158
-0.051104,0.04924,0.35055
-0.051104,0.048535,0.34951
-0.051104,0.04783,0.34848
-0.053007,0.049953,0.35055
-0.053007,0.049248,0.34951
-0.053007,0.048543,0.34848
-0.053007,0.047838,0.34744
-0.054836,0.04996,0.34951
-0.054836,0.049255,0.34848
-0.054836,0.04855,0.34744
-0.054836,0.047846,0.3464
-0.056604,0.049968,0.34848
-0.056604,0.049263,0.34744
-0.056604,0.048558,0.3464
-0.056604,0.047853,0.34536
-0.058321,0.049975,0.34744
-0.058321,0.049271,0.3464
-0.058321,0.048566,0.34536
-0.058321,0.047861,0.34432
-0.06,0.049983,0.3464
-0.06,0.049278,0.34536
-0.06,0.048573,0.34432
-0.06,0.047868,0.34328
-0.061652,0.049991,0.34536
-0.061652,0.049286,0.34432
-0.061652,0.048581,0.34328
-0.061652,0.047876,0.34223
-0.077325,0.04993,0.35364
-0.075769,0.049938,0.35261
-0.074214,0.049945,0.35158
-0.072658,0.049953,0.35055
-0.071103,0.04996,0.34951
-0.069547,0.049968,0.34848
-0.067991,0.049975,0.34744
-0.066436,0.049983,0.3464
-0.06488,0.049991,0.34536
-0.063288,0.049998,0.34432
-0.077325,0.049225,0.35261
-0.075769,0.049233,0.35158
-0.074214,0.04924,0.35055
-0.072658,0.049248,0.34951
-0.071103,0.049255,0.34848
-0.069547,0.049263,0.34744
-0.067991,0.049271,0.3464
-0.066436,0.049278,0.34536
-0.06488,0.049286,0.34432
-0.063288,0.049293,0.34328
-0.077325,0.04852,0.35158
-0.075769,0.048528,0.35055
-0.074214,0.048535,0.34951
-0.072658,0.048543,0.34848
-0.071103,0.04855,0.34744
-0.069547,0.048558,0.3464
-0.067991,0.048566,0.34536
-0.066436,0.048573,0.34432
-0.06488,0.048581,0.34328
-0.063288,0.048588,0.34223
-0.077325,0.047815,0.35055
-0.075769,0.047823,0.34951
-0.074214,0.04783,0.34848
-0.072658,0.047838,0.34744
-0.071103,0.047846,0.3464
-0.069547,0.047853,0.34536
-0.067991,0.047861,0.34432
-0.066436,0.047868,0.34328
-0.06488,0.047876,0.34223
-0.063288,0.047883,0.34118
-0.0057954,-0.0064464,0.3995
-0.0057954,-0.0056464,0.3985
-0.0048297,-0.0064464,0.39853
-0.0057954,-0.0048464,0.3975
-0.0048089,-0.0056464,0.39754
-0.0038424,-0.0064464,0.39757
-0.0057954,-0.0040464,0.3965
-0.0048075,-0.0048464,0.39659
-0.0039165,-0.0056464,0.39667
-0.0046364,-0.0056464,0.39584
-0.0040534,-0.0064464,0.3961
-0.0031914,-0.0064464,0.39642
-0.0041939,-0.0064464,0.39527
-0.0068044,-0.0056464,0.3995
-0.0068044,-0.0048464,0.3985
-0.0068044,-0.0040464,0.3975
-0.0068044,-0.0032464,0.3965
-0.0078336,-0.0048464,0.3995
-0.0078336,-0.0040464,0.3985
-0.0078336,-0.0032464,0.3975
-0.0078336,-0.0024902,0.3965
-0.008887,-0.0040464,0.3995
-0.008887,-0.0032464,0.3985
-0.008887,-0.0024902,0.3975
-0.008887,-0.0024902,0.39556
-0.008887,-0.0017777,0.3965
-0.009969,-0.0032464,0.3995
-0.009969,-0.0024902,0.3985
-0.009969,-0.0017777,0.3975
-0.009969,-0.0024902,0.39469
-0.009969,-0.0017777,0.39556
-0.009969,-0.0010652,0.3965
-0.011084,-0.0024902,0.3995
-0.011084,-0.0017777,0.3985
-0.011084,-0.0010652,0.3975
-0.011084,-0.0024902,0.39381
-0.011084,-0.0017777,0.39469
-0.011084,-0.0010652,0.39556
-0.011084,-0.00035266,0.3965
-0.012239,-0.0017777,0.3995
-0.012239,-0.0010652,0.3985
-0.012239,-0.00035266,0.3975
-0.012239,-0.0024902,0.39294
-0.012239,-0.0017777,0.39381
-0.012239,-0.0010652,0.39469
-0.012239,-0.00035266,0.39556
-0.013438,-0.0010652,0.3995
-0.013438,-0.00035266,0.3985
-0.013438,-0.0017777,0.39294
-0.013438,-0.0024865,0.392
-0.013438,-0.0010652,0.39381
-0.013438,-0.00035266,0.39469
-0.014689,-0.00035266,0.3995
-0.014689,-0.0010652,0.39294
-0.014689,-0.001774,0.392
-0.014689,-0.0024793,0.391
-0.014689,-0.00035266,0.39381
-0.015999,-0.00035266,0.39294
-0.015999,-0.0010615,0.392
-0.015999,-0.0017668,0.391
-0.015999,-0.002472,0.39
-0.017378,-0.00034903,0.392
-0.017378,-0.0010543,0.391
-0.017378,-0.0017595,0.39
-0.017378,-0.0024648,0.389
-0.018769,-0.00034246,0.391
-0.018777,-0.0010476,0.39
-0.018784,-0.0017528,0.389
-0.018791,-0.0024579,0.388
-0.020075,-0.00031241,0.39
-0.020111,-0.0010164,0.389
-0.020148,-0.0017203,0.388
-0.020185,-0.0024242,0.387
-0.021262,-0.00021115,0.389
-0.021351,-0.00091023,0.388
-0.021439,-0.0016093,0.387
-0.021528,-0.0023084,0.386
-0.022396,-1.2945e-05,0.388
-0.022544,-0.00070196,0.387
-0.022692,-0.001391,0.386
-0.02284,-0.00208,0.385
-0.023528,0.00028664,0.387
-0.023736,-0.000387,0.386
-0.023944,-0.0010606,0.385
-0.024151,-0.0017343,0.384
-0.024648,0.00068926,0.386
-0.024914,3.6413e-05,0.385
-0.025181,-0.00061643,0.384
-0.025447,-0.0012693,0.383
-0.025741,0.0011949,0.385
-0.026065,0.00056822,0.384
-0.026389,-5.8443e-05,0.383
-0.026712,-0.0006851,0.38199
-0.026795,0.001801,0.384
-0.027174,0.0012057,0.383
-0.027553,0.00061054,0.38199
-0.027932,1.5335e-05,0.38099
-0.027797,0.0025033,0.383
-0.028229,0.0019446,0.38199
-0.02866,0.0013859,0.38099
-0.029092,0.00082723,0.37999
-0.028735,0.0032954,0.38199
-0.029216,0.0027779,0.38099
-0.029697,0.0022604,0.37999
-0.030178,0.0017429,0.37899
-0.029599,0.0041688,0.38099
-0.030125,0.0036967,0.37999
-0.030651,0.0032247,0.37899
-0.031177,0.0027527,0.37798
-0.030378,0.0051136,0.37999
-0.030946,0.0046908,0.37899
-0.031513,0.004268,0.37798
-0.03208,0.0038452,0.37698
-0.031067,0.0061186,0.37899
-0.03167,0.0057482,0.37798
-0.032274,0.0053778,0.37698
-0.032877,0.0050074,0.37597
-0.031659,0.0071715,0.37798
-0.032293,0.006856,0.37698
-0.032927,0.0065405,0.37597
-0.033562,0.0062249,0.37497
-0.03215,0.0082596,0.37698
-0.03281,0.0080008,0.37597
-0.03347,0.007742,0.37497
-0.034131,0.0074832,0.37396
-0.03254,0.00937,0.37597
-0.033221,0.0091691,0.37497
-0.033901,0.0089682,0.37396
-0.034582,0.0087673,0.37296
-0.032829,0.01049,0.37497
-0.033525,0.010347,0.37396
-0.034221,0.010205,0.37296
-0.034917,0.010062,0.37195
-0.033026,0.011672,0.37396
-0.033731,0.011581,0.37296
-0.034437,0.011489,0.37195
-0.035142,0.011398,0.37094
-0.03318,0.013177,0.37296
-0.033889,0.013115,0.37195
-0.034598,0.013053,0.37094
-0.035307,0.012991,0.36993
-0.033341,0.015028,0.37195
-0.03405,0.014974,0.37094
-0.03476,0.014919,0.36993
-0.03547,0.014864,0.36892
-0.033511,0.01698,0.37094
-0.034221,0.016925,0.36993
-0.03493,0.016871,0.36892
-0.03564,0.016816,0.36791
-0.033684,0.018962,0.36993
-0.034393,0.018907,0.36892
-0.035103,0.018852,0.36791
-0.035813,0.018798,0.3669
-0.033858,0.020969,0.36892
-0.034568,0.020914,0.36791
-0.035278,0.020859,0.3669
-0.035988,0.020804,0.36588
-0.034035,0.022996,0.36791
-0.034745,0.022941,0.3669
-0.035455,0.022887,0.36588
-0.036165,0.022832,0.36487
-0.034213,0.02504,0.3669
-0.034923,0.024985,0.36588
-0.035633,0.02493,0.36487
-0.036343,0.024875,0.36386
-0.034392,0.027094,0.36588
-0.035102,0.027039,0.36487
-0.035812,0.026984,0.36386
-0.036522,0.026929,0.36284
-0.034572,0.029153,0.36487
-0.035282,0.029099,0.36386
-0.035992,0.029044,0.36284
-0.036701,0.028989,0.36182
-0.034752,0.031214,0.36386
-0.035461,0.031159,0.36284
-0.036171,0.031104,0.36182
-0.036881,0.031049,0.3608
-0.034931,0.033269,0.36284
-0.035641,0.033214,0.36182
-0.03635,0.03316,0.3608
-0.03706,0.033105,0.35978
-0.035109,0.035315,0.36182
-0.035819,0.03526,0.3608
-0.036529,0.035205,0.35978
-0.037238,0.03515,0.35876
-0.035286,0.037345,0.3608
-0.035996,0.037291,0.35978
-0.036706,0.037236,0.35876
-0.037415,0.037181,0.35774
-0.035485,0.039555,0.35978
-0.036192,0.039479,0.35876
-0.036899,0.039402,0.35774
-0.037607,0.039326,0.35672
-0.035842,0.041819,0.35876
-0.036531,0.041656,0.35774
-0.037219,0.041494,0.35672
-0.037908,0.041331,0.35569
-0.036657,0.044041,0.35774
-0.037292,0.043736,0.35672
-0.037926,0.04343,0.35569
-0.03856,0.043125,0.35467
-0.038062,0.046184,0.35672
-0.0386,0.045733,0.35569
-0.039139,0.045282,0.35467
-0.039677,0.044831,0.35364
-0.039947,0.047918,0.35569
-0.040356,0.047349,0.35467
-0.040766,0.046781,0.35364
-0.041176,0.046212,0.35261
-0.042196,0.049139,0.35467
-0.042453,0.048487,0.35364
-0.042709,0.047836,0.35261
-0.042965,0.047184,0.35158
-0.044474,0.049765,0.35364
-0.044583,0.049072,0.35261
-0.044692,0.048378,0.35158
-0.044801,0.047685,0.35055
-0.046823,0.049932,0.35261
-0.046845,0.049227,0.35158
-0.046867,0.048523,0.35055
-0.046889,0.047819,0.34951
-0.049114,0.049945,0.35158
-0.049114,0.04924,0.35055
-0.049114,0.048535,0.34951
-0.049114,0.04783,0.34848
-0.051104,0.049953,0.35055
-0.051104,0.049248,0.34951
-0.051104,0.048543,0.34848
-0.051104,0.047838,0.34744
-0.053007,0.04996,0.34951
-0.053007,0.049255,0.34848
-0.053007,0.04855,0.34744
-0.053007,0.047846,0.3464
-0.054836,0.049968,0.34848
-0.054836,0.049263,0.34744
-0.054836,0.048558,0.3464
-0.054836,0.047853,0.34536
-0.056604,0.049975,0.34744
-0.056604,0.049271,0.3464
-0.056604,0.048566,0.34536
-0.056604,0.047861,0.34432
-0.058321,0.049983,0.3464
-0.058321,0.049278,0.34536
-0.058321,0.048573,0.34432
-0.058321,0.047868,0.34328
-0.06,0.049991,0.34536
-0.06,0.049286,0.34432
-0.06,0.048581,0.34328
-0.06,0.047876,0.34223
-0.061652,0.049998,0.34432
-0.061652,0.049293,0.34328
-0.061652,0.048588,0.34223
-0.061652,0.047883,0.34118
-0.077325,0.049938,0.35261
-0.075769,0.049945,0.35158
-0.074214,0.049953,0.35055
-0.072658,0.04996,0.34951
-0.071103,0.049968,0.34848
-0.069547,0.049975,0.34744
-0.067991,0.049983,0.3464
-0.066436,0.049991,0.34536
-0.06488,0.049998,0.34432
-0.063288,0.050006,0.34328
-0.077325,0.049233,0.35158
-0.075769,0.04924,0.35055
-0.074214,0.049248,0.34951
-0.072658,0.049255,0.34848
-0.071103,0.049263,0.34744
-0.069547,0.049271,0.3464
-0.067991,0.049278,0.34536
-0.066436,0.049286,0.34432
-0.06488,0.049293,0.34328
-0.063288,0.049301,0.34223
-0.077325,0.048528,0.35055
-0.075769,0.048535,0.34951
-0.074214,0.048543,0.34848
-0.072658,0.04855,0.34744
-0.071103,0.048558,0.3464
-0.069547,0.048566,0.34536
-0.067991,0.048573,0.34432
-0.066436,0.048581,0.34328
-0.06488,0.048588,0.34223
-0.063288,0.048596,0.34118
-0.077325,0.047823,0.34951
-0.075769,0.04783,0.34848
-0.074214,0.047838,0.34744
-0.072658,0.047846,0.3464
-0.071103,0.047853,0.34536
-0.069547,0.047861,0.34432
-0.067991,0.047868,0.34328
-0.066436,0.047876,0.34223
-0.06488,0.047883,0.34118
-0.063288,0.047891,0.34013
-0.0057954,-0.0056464,0.3995
-0.0048397,-0.0064464,0.39951
-0.0057954,-0.0048464,0.3985
-0.0048297,-0.0056464,0.39853
-0.0039066,-0.0064464,0.39857
-0.0057954,-0.0040464,0.3975
-0.0048089,-0.0048464,0.39754
-0.0038424,-0.0056464,0.39757
-0.0029742,-0.0064464,0.39768
-0.0057954,-0.0032464,0.3965
-0.0048075,-0.0040464,0.39659
-0.0039165,-0.0048464,0.39667
-0.0046364,-0.0048464,0.39584
-0.0040534,-0.0056464,0.3961
-0.0031914,-0.0056464,0.39642
-0.0041939,-0.0056464,0.39527
-0.00364,-0.0064464,0.3958
-0.0026126,-0.0064464,0.39594
-0.002605,-0.0064464,0.39701
-0.003647,-0.0064464,0.39472
-0.0068044,-0.0048464,0.3995
-0.0068044,-0.0040464,0.3985
-0.0068044,-0.0032464,0.3975
-0.0068044,-0.0024902,0.3965
-0.0078336,-0.0040464,0.3995
-0.0078336,-0.0032464,0.3985
-0.0078336,-0.0024902,0.3975
-0.0078336,-0.0024902,0.39556
-0.0078336,-0.0017777,0.3965
-0.008887,-0.0032464,0.3995
-0.008887,-0.0024902,0.3985
-0.008887,-0.0017777,0.3975
-0.008887,-0.0024902,0.39469
-0.008887,-0.0017777,0.39556
-0.008887,-0.0010652,0.3965
-0.009969,-0.0024902,0.3995
-0.009969,-0.0017777,0.3985
-0.009969,-0.0010652,0.3975
-0.009969,-0.0024902,0.39381
