"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0,-1,0,-0.04,0,0
0,-1,0,-0.032,0,0
0,-1,0,-0.024,0,0
0,-1,0,-0.016,0,0
0,-1,0,-0.008,0,0
0,-1,0,0,0,0
0,-1,0,0.008,0,0
0,-1,0,0.016,0,0
0,-1,0,0.024,0,0
0,-1,0,0.032,0,0
0,-1,0,0.04,0,0
0,-1,0,-0.04,0,0.01
0,-1,0,-0.032,0,0.01
0,-1,0,-0.024,0,0.01
0,-1,0,-0.016,0,0.01
0,-1,0,-0.008,0,0.01
0,-1,0,0,0,0.01
0,-1,0,0.008,0,0.01
0,-1,0,0.016,0,0.01
0,-1,0,0.024,0,0.01
0,-1,0,0.032,0,0.01
0,-1,0,0.04,0,0.01
